season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,raw_total_score,is_active,row_valid_judge_count,week_valid_judge_count,max_possible_score,normalized_score
14,9,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
14,10,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
20,1,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,32.0,True,4,4.0,40.0,0.8
20,2,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,8.0,8.0,8.0,32.0,True,4,4.0,40.0,0.8
20,3,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0,9.0,8.0,8.0,33.0,True,4,4.0,40.0,0.825
20,4,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,9.0,8.0,9.0,9.0,35.0,True,4,4.0,40.0,0.875
20,5,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,10.0,9.0,10.0,10.0,39.0,True,4,4.0,40.0,0.975
20,6,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,9.0,8.5,8.5,9.5,35.5,True,4,4.0,40.0,0.8875
20,7,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.5,9.5,9.5,9.5,37.0,True,4,4.0,40.0,0.925
20,8,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,10.0,10.0,10.0,10.0,40.0,True,4,4.0,40.0,1.0
20,9,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,10.0,9.5,9.5,10.0,39.0,True,4,4.0,40.0,0.975
20,10,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,10.0,10.0,10.0,10.0,40.0,True,4,4.0,40.0,1.0
23,1,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,6.0,6.0,6.0,6.0,24.0,True,4,4.0,40.0,0.6
23,2,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,6.0,6.0,6.0,6.0,24.0,True,4,4.0,40.0,0.6
23,3,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,6.0,7.0,6.0,6.0,25.0,True,4,4.0,40.0,0.625
23,4,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,7.0,7.0,8.0,,22.0,True,3,3.0,30.0,0.7333333333333333
23,5,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
23,6,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,7.0,8.0,8.0,7.0,30.0,True,4,4.0,40.0,0.75
23,7,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,8.5,8.0,8.0,8.5,33.0,True,4,4.0,40.0,0.825
23,8,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,8.0,9.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
23,9,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
23,10,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
23,11,Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,Eliminated Week 8,7,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
5,1,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
5,2,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.0,8.0,9.0,,26.0,True,3,3.0,30.0,0.8666666666666667
5,3,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
5,4,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,10.0,10.0,10.0,,30.0,True,3,3.0,30.0,1.0
5,5,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.0,9.0,10.0,,28.0,True,3,3.0,30.0,0.9333333333333333
5,6,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,9.0,8.0,8.0,,25.0,True,3,3.0,30.0,0.8333333333333334
5,7,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,8,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,9,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
5,10,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,Eliminated Week 6,7,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,1,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,7.5,7.5,7.5,,22.5,True,3,3.0,30.0,0.75
15,2,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,9.0,8.5,8.5,,26.0,True,3,3.0,30.0,0.8666666666666667
15,3,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,8.5,8.5,8.5,,25.5,True,3,3.0,30.0,0.85
15,4,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,9.0,9.0,8.5,9.0,35.5,True,4,4.0,40.0,0.8875
15,5,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,9.75,9.75,9.75,,29.25,True,3,3.0,30.0,0.975
15,6,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,10.0,10.0,10.0,,30.0,True,3,3.0,30.0,1.0
15,7,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,8,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,9,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
15,10,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
19,1,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,8.0,8.0,9.0,9.0,34.0,True,4,4.0,40.0,0.85
19,2,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,8.0,7.0,8.0,8.0,31.0,True,4,4.0,40.0,0.775
19,3,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,8.0,8.0,8.0,8.0,32.0,True,4,4.0,40.0,0.8
19,4,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0,10.0,9.0,9.0,37.0,True,4,4.0,40.0,0.925
19,5,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0,9.0,9.0,9.0,36.0,True,4,4.0,40.0,0.9
19,6,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0,10.0,8.0,8.0,35.0,True,4,4.0,40.0,0.875
19,7,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,7.5,7.5,8.0,8.0,31.0,True,4,4.0,40.0,0.775
19,8,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0,9.0,10.0,10.0,38.0,True,4,4.0,40.0,0.95
19,9,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0,9.5,9.0,9.0,36.5,True,4,4.0,40.0,0.9125
19,10,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0,9.5,9.5,9.0,37.0,True,4,4.0,40.0,0.925
19,11,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,10.0,9.6666,10.0,9.6666,39.333200000000005,True,4,4.0,40.0,0.9833300000000001
28,1,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
28,2,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
28,3,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,7.0,8.0,8.0,,23.0,True,3,3.0,30.0,0.7666666666666667
28,4,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,7.0,8.0,8.0,8.0,31.0,True,4,4.0,40.0,0.775
28,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
28,6,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,9.0,9.0,9.0,,27.0,True,3,3.0,30.0,0.9
28,7,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
28,8,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
28,9,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
28,10,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
28,11,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,Eliminated Week 6,9,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
31,1,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,5.0,5.0,5.0,5.0,20.0,True,4,4.0,40.0,0.5
31,2,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,6.0,6.0,7.0,7.0,26.0,True,4,4.0,40.0,0.65
31,3,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,6.0,6.0,6.0,7.0,25.0,True,4,4.0,40.0,0.625
31,4,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,7.0,6.0,6.0,6.0,25.0,True,4,4.0,40.0,0.625
31,5,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,6,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,7,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,8,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,9,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,10,Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
3,1,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,5.0,5.0,5.0,,15.0,True,3,3.0,30.0,0.5
3,2,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
3,3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,8.0,9.0,8.0,,25.0,True,3,3.0,30.0,0.8333333333333334
3,4,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,6.0,7.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
3,5,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
3,6,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,7,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,8,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,9,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,10,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,Withdrew,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
34,1,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,5.0,5.0,,,10.0,True,2,2.0,20.0,0.5
34,2,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
34,3,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,8.0,7.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
34,4,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
34,5,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,7.0,8.0,7.0,8.0,30.0,True,4,4.0,40.0,0.75
34,6,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
34,7,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
34,8,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
34,9,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
34,10,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
34,11,Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,Eliminated Week 6,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,1,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,7.0,6.0,6.0,,19.0,True,3,3.0,30.0,0.6333333333333333
16,2,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,7.0,6.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
16,3,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
16,4,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,6.0,7.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
16,5,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
16,6,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,7.5,8.0,7.5,,23.0,True,3,3.0,30.0,0.7666666666666667
16,7,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,8.0,8.0,8.0,,24.0,True,3,3.0,30.0,0.8
16,8,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
16,9,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
16,10,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
28,1,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,4.0,4.0,4.0,,12.0,True,3,3.0,30.0,0.4
28,2,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,6.0,5.0,5.0,,16.0,True,3,3.0,30.0,0.5333333333333333
28,3,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,5.0,5.0,5.0,,15.0,True,3,3.0,30.0,0.5
28,4,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,5.0,6.0,5.0,5.0,21.0,True,4,4.0,40.0,0.525
28,5,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,7.0,6.0,6.0,,19.0,True,3,3.0,30.0,0.6333333333333333
28,6,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
28,7,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
28,8,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,7.0,7.0,6.0,,20.0,True,3,3.0,30.0,0.6666666666666666
28,9,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,6.5,6.0,6.5,6.0,25.0,True,4,4.0,40.0,0.625
28,10,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
28,11,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,Eliminated Week 9,6,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
31,1,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
31,2,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
31,3,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
31,4,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,8.0,8.0,8.0,8.0,32.0,True,4,4.0,40.0,0.8
31,5,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,10.0,10.0,10.0,10.0,40.0,True,4,4.0,40.0,1.0
31,6,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,7,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,8,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,9,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
31,10,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,0.0,0.0,0.0,0.0,0.0,False,4,4.0,40.0,
4,1,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,6.0,6.0,7.0,,19.0,True,3,3.0,30.0,0.6333333333333333
4,2,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,6.0,7.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
4,3,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,7.0,7.0,7.0,,21.0,True,3,3.0,30.0,0.7
4,4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
4,5,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
4,6,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
4,7,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
4,8,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
4,9,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
4,10,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,Eliminated Week 3,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
31,1,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
31,2,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,7.0,7.0,7.0,7.0,28.0,True,4,4.0,40.0,0.7
31,3,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,8.0,7.0,7.0,8.0,30.0,True,4,4.0,40.0,0.75
31,4,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,8.0,8.0,8.0,8.0,32.0,True,4,4.0,40.0,0.8
31,5,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.75,9.25,9.75,9.75,38.5,True,4,4.0,40.0,0.9625
31,6,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.0,9.0,9.0,9.0,36.0,True,4,4.0,40.0,0.9
31,7,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.0,9.5,9.0,9.0,36.5,True,4,4.0,40.0,0.9125
31,8,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,11.25,10.25,10.25,10.25,42.0,True,4,4.0,40.0,1.05
31,9,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.5,9.0,9.0,9.0,36.5,True,4,4.0,40.0,0.9125
31,10,Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,9.5,9.5,9.5,9.5,38.0,True,4,4.0,40.0,0.95
3,1,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,7.0,5.0,6.0,,18.0,True,3,3.0,30.0,0.6
3,2,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,8.0,7.0,7.0,,22.0,True,3,3.0,30.0,0.7333333333333333
3,3,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,4,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,5,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,6,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,7,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,8,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,9,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
3,10,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,Eliminated Week 2,10,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,1,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,6.0,6.0,6.0,,18.0,True,3,3.0,30.0,0.6
10,2,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,7.0,6.0,7.0,,20.0,True,3,3.0,30.0,0.6666666666666666
10,3,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,4,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,5,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,6,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,7,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,8,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,9,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
10,10,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,0.0,0.0,0.0,,0.0,False,3,3.0,30.0,
